id	year	abstract
http://arxiv.org/abs/cond-mat/0409519v1	2004-09-21T12:22:49Z	"We study Heisenberg antiferromagnets with nearest- (J1) and third- (J3)
neighbor exchange on the square lattice. In the limit of large spin S, there is
a zero temperature (T) Lifshitz point at J3 = (1/4) J1, with long-range spiral
spin order at T=0 for J3 > (1/4) J1. We present classical Monte Carlo
simulations and a theory for T>0 crossovers near the Lifshitz point: spin
rotation symmetry is restored at any T>0, but there is a broken lattice
reflection symmetry for 0 <= T < Tc ~ (J3-(1/4) J1) S^2. The transition at T=Tc
is consistent with Ising universality. We also discuss the quantum phase
diagram for finite S."
http://arxiv.org/abs/cond-mat/0507380v2	2005-07-19T12:59:54Z	"A semiclassical approach to the low-temperature real time dynamics of generic
one-dimensional, gapped models in the sine-Gordon model universality class is
developed. Asymptotically exact universal results for correlation functions are
obtained in the temperature regime T << Delta, where Delta is the energy gap."
http://arxiv.org/abs/cond-mat/0511353v1	2005-11-14T21:01:23Z	"In the O(3) sigma-model description of gapped spin systems, S=1 magnons can
only decay into three lower energy magnons. We argue that the symmetry of the
quantum spin Hamiltonian often allows decay into two magnons, and compute this
decay rate in model systems. Two magnon decay is present in Haldane gap S=1
spin chains, even though it cannot be induced by any allowed term written in
powers and gradients of the sigma-model field. We compare our results with
recent measurements of Stone et al. (cond-mat/0511266) on a two-dimensional
spin system."
http://arxiv.org/abs/0711.3460v2	2007-11-24T08:43:53Z	"We propose a critical spin liquid ground state for S=1/2 antiferromagnets on
the square lattice. In a renormalization group analysis of the `staggered flux'
algebraic spin liquid, we examine perturbations, present in the
antiferromagnet, which break its global SU(4) symmetry to SO(5). At physical
parameter values, we find an instability towards a fixed point with SO(5)
symmetry. We discuss the possibility that this fixed point describes a
transition between the Neel and valence bond solid states, and the relationship
to the SO(5) non-linear sigma model of Tanaka and Hu."
http://arxiv.org/abs/0904.3018v1	2009-04-20T12:47:41Z	"Motivated by recent experiments on TmB4 (arXiv:0712.1537), we examine the
phase diagram of the Shastry-Sutherland antiferromagnet in an applied magnetic
field in the limit of strong Ising anisotropy. In classical Ising limit, we
demonstrate that the only fractional magnetization plateau is at 1/3 of the
saturated magnetization. We study the perturbative influence of transverse
quantum spin fluctuations, and present evidence that they can stabilize a
narrow 1/2 magnetization plateau."
http://arxiv.org/abs/0910.4917v1	2009-10-26T16:15:08Z	"We investigate magento-oscillations in the specific heat of non-relativistic
fermions with a Fermi surface minimally coupled to a fluctuating U(1) gauge
field. Our study is motivated by the recent observation of quantum oscillations
in the underdoped cuprates, and by theoretical models of pocket Fermi surfaces
realizing a non-Fermi liquid `algebraic charge liquid'. Our main result is the
computation of the order 1/N correction to the Lifshitz-Kosevich expression for
the oscillation amplitude in the dirty limit in a model with N species of
fermions."
http://arxiv.org/abs/0912.0943v2	2010-03-01T16:40:41Z	"We describe fluctuating two-dimensional metallic antiferromagnets by
transforming to a rotating reference frame in which the electron spin
polarization is measured by its projections along the local antiferromagnetic
order. This leads to a gauge-theoretic description of an `algebraic charge
liquid' involving spinless fermions and a spin S=1/2 complex scalar. We propose
a phenomenological effective lattice Hamiltonian which describes the binding of
these particles into gauge-neutral, electron-like excitations, and describe its
implications for the electron spectral function across the entire Brillouin
zone. We discuss connections of our results to photoemission experiments in the
pseudogap regime of the cuprate superconductors."
http://arxiv.org/abs/1004.5431v3	2010-10-20T07:36:54Z	"We describe ground states of correlated electron systems in which the
electron fractionalizes into separate quasiparticles which carry its spin and
its charge, and into real Majorana fermions which carry its Fermi statistics.
Such parent states provide a unified theory of previously studied
fractionalized states: their descendants include insulating and conducting
states with neutral spin S=1/2 fermionic spinons, and states with spinless
fermionic charge carriers. We illustrate these ideas on the honeycomb lattice,
with field theories of such states and their phase transitions."
http://arxiv.org/abs/1702.04723v2	2017-04-13T00:57:32Z	"Quantum electrodynamics in 2+1-dimensions (QED$_3$) is a strongly coupled
conformal field theory (CFT) of a U(1) gauge field coupled to $2N$
two-component massless fermions. The $N=2$ CFT has been proposed as a ground
state of the spin-1/2 kagome Heisenberg antiferromagnet. We study QED$_3$ in
the presence of weak quenched disorder in its two spatial directions. When the
disorder explicitly breaks the fermion flavor symmetry from
SU($2N$)$\rightarrow$U(1)$\times$SU($N$) but preserves time-reversal symmetry,
we find that the theory flows to a non-trivial fixed line at non-zero disorder
with a continuously varying dynamical critical exponent $z>1$. We determine the
zero-temperature flavor (spin) conductivity along the critical line. Our
calculations are performed in the large-$N$ limit, and the disorder is handled
using the replica method."
http://arxiv.org/abs/1202.4023v1	2012-02-17T21:00:01Z	"We calculate the Fermi surface of electrons in hole-doped, extended t-J
models on a square lattice in a regime where no long-range antiferromagnetic
order is present, and no symmetries are broken. Using the ""spinon-dopon""
formalism of Ribeiro and Wen, we show that short-range antiferromagnetic
correlations lead to a reconstruction of the Fermi surface into hole pockets
which are not necessarily centered at the antiferromagnetic Brillouin zone
boundary. The Brillouin zone area enclosed by the Fermi surface is proportional
to the density of dopants away from half-filling, in contrast to the
conventional Luttinger theorem which counts the total electron density. This
state realizes a ""fractionalized Fermi liquid"" (FL*), which has been proposed
as a possible ground-state of the underdoped cuprates; we note connections to
recent experiments. We also discuss the quantum phase transition from the FL*
state to the Fermi liquid state with long-range antiferromagnetic order."
http://arxiv.org/abs/1410.3483v3	2015-02-23T04:22:02Z	"We examine trends in the wavevectors and form-factors of charge density wave
instabilities of three-band models of the underdoped cuprates. For
instabilities from a high temperature state with a large Fermi surface, we
extend a study by Bulut et al. (arXiv:1305.3301) to include a direct
antiferromagnetic exchange coupling between the Cu sites. As in previous work,
we invariably find that the primary instability has a diagonal wavevector $(\pm
Q_0, \pm Q_0)$ and a $d$-form factor. The experimentally observed wavevectors
along the principal axes $(\pm Q_0,0)$, $(0, \pm Q_0)$ have higher energy, but
they also have a predominantly $d$-form factor. Next, we gap out the Fermi
surface in the anti-nodal regions of the Brillouin zone by including static,
long-range antiferromagnetic order at the wavevector $(\pi, \pi)$: this is a
simple model of the pseudogap in which we assume the antiferromagnetic order
averages to zero by `renormalized classical' thermal fluctuations in its
orientation, valid when the antiferromagnetic correlation length is large. The
charge density wave instabilities of this pseudogap state are found to have the
optimal wavevector $(\pm Q_0,0)$, $(0, \pm Q_0)$, with the magnitude of the
$d$-form factor decreasing with increasing magnetic order."
http://arxiv.org/abs/1509.03314v1	2015-09-10T20:04:14Z	"We argue that topological Kondo insulators can also have 'intrinsic'
topological order associated with fractionalized excitations on their surfaces.
The hydridization between the local moments and conduction electrons can weaken
near the surface, and this enables the local moments to form spin liquids. This
co-exists with the conduction electron surface states, realizing a surface
fractionalized Fermi liquid. We present mean-field solutions of a
Kondo-Heisenberg model which display such surfaces."
http://arxiv.org/abs/1603.05652v2	2016-08-12T18:06:51Z	"We describe the finite-size spectrum in the vicinity of the quantum critical
point between a $\mathbb{Z}_2$ spin liquid and a coplanar antiferromagnet on
the torus. We obtain the universal evolution of all low-lying states in an
antiferromagnet with global SU(2) spin rotation symmetry, as it moves from the
4-fold topological degeneracy in a gapped $\mathbb{Z}_2$ spin liquid to the
Anderson ""tower-of-states"" in the ordered antiferromagnet. Due to the existence
of nontrivial order on either side of this transition, this critical point
cannot be described in a conventional Landau-Ginzburg-Wilson framework. Instead
it is described by a theory involving fractionalized degrees of freedom known
as the O$(4)^\ast$ model, whose spectrum is altered in a significant way by its
proximity to a topologically ordered phase. We compute the spectrum by relating
it to the spectrum of the O$(4)$ Wilson-Fisher fixed point on the torus,
modified with a selection rule on the states, and with nontrivial boundary
conditions corresponding to topological sectors in the spin liquid. The
spectrum of the critical O($2N$) model is calculated directly at $N=\infty$,
which then allows a reconstruction of the full spectrum of the O($2N)^\ast$
model at leading order in 1/N. This spectrum is a unique characteristic of the
vicinity of a fractionalized quantum critical point, as well as a universal
signature of the existence of proximate $\mathbb{Z}_2$ topological and
antiferromagnetically-ordered phases, and can be compared with numerical
computations on quantum antiferromagnets on two dimensional lattices."
http://arxiv.org/abs/cond-mat/9705074v2	1997-05-16T18:43:49Z	"We present a unified, global perspective on the magnetic properties of
strongly disordered electronic systems, with special emphasis on the case where
the ground state is metallic. We review the arguments for the instability of
the disordered Fermi liquid state towards the formation of local magnetic
moments, and argue that their singular low temperature thermodynamics are the
``quantum Griffiths'' precursors of the quantum phase transition to a metallic
spin glass; the local moment formation is therefore not directly related to the
metal-insulator transition. We also review the the mean-field theory of the
disordered Fermi liquid to metallic spin glass transition and describe the
separate regime of ``non-Fermi liquid'' behavior at higher temperatures near
the quantum critical point. The relationship to experimental results on doped
semiconductors and heavy-fermion compounds is noted."
http://arxiv.org/abs/cond-mat/9709243v1	1997-09-22T18:34:53Z	"In an earlier work, Damle and the author (Phys. Rev. B in press;
cond-mat/9705206) demonstrated the central role played by incoherent, inelastic
processes in transport near two-dimensional quantum critical points. This paper
extends these results to the case of a quantum transition in an anyon gas
between a fractional quantized Hall state and an insulator, induced by varying
the strength of an external periodic potential. We use the quantum field theory
for this transition introduced by Chen, Fisher and Wu (Phys. Rev. B 48, 13749
(1993)). The longitudinal and Hall conductivities at the critical point are
both $e^2/ h$ times non-trivial, fully universal functions of $\hbar \omega /
k_B T$ ($\omega$ is the measuring frequency). These functions are computed
using a combination of perturbation theory on the Kubo formula, and the
solution of a quantum Boltzmann equation for the anyonic quasiparticles and
quasiholes. The results include the values of the d.c. conductivities ($\hbar
\omega /k_B T \to 0$); earlier work had been restricted strictly to T=0, and
had therefore computed only the high frequency a.c. conductivities with $\hbar
\omega / k_B T \to \infty$."
http://arxiv.org/abs/cond-mat/9811110v2	2000-06-21T14:11:31Z	"This paper presents a unified perspective on the results of two recent works
(C. Buragohain and S. Sachdev cond-mat/9811083 and S. Sachdev cond-mat/9810399)
along with additional background. We describe the low frequency, non-zero
temperature, order parameter relaxational dynamics of a number of systems in
the vicinity of a quantum critical point. The dynamical correlations are
properties of the high temperature limit of renormalizable quantum field
theories in spatial dimensions d=1,2. We study, as a function of d and the
number of order parameter components, n, the crossover from the finite
frequency, ""amplitude fluctuation"", gapped quasiparticle mode in the quantum
paramagnet (or Mott insulator), to the zero frequency ""phase"" (n>=2) or ""domain
wall"" (n=1) relaxation mode near the ordered phase. Implications for dynamic
measurements on the high temperature superconductors and antiferromagnetic spin
chains are noted."
http://arxiv.org/abs/cond-mat/0009456v3	2000-11-06T15:39:28Z	"Small changes in an external parameter can often lead to dramatic qualitative
changes in the lowest energy quantum mechanical ground state of a correlated
electron system. In anisotropic crystals, such as the high temperature
superconductors where electron motion occurs primarily on a two-dimensional
square lattice, the quantum critical point between two such lowest energy
states has non-trivial emergent excitations which control the physics over a
significant portion of the phase diagram. Non-zero temperature dynamic
properties near quantum critical points are described using simple theoretical
models. Possible quantum phases and transitions of the two-dimensional electron
gas on a square lattice are discussed, including phases with spin-charge
separation and their experimental signatures."
http://arxiv.org/abs/cond-mat/9705266v1	1997-05-27T00:17:21Z	"The physics of non-zero temperature dynamics and transport near
quantum-critical points is discussed by a detailed study of the O(N)-symmetric,
relativistic, quantum field theory of a N-component scalar field in $d$ spatial
dimensions. A great deal of insight is gained from a simple, exact solution of
the long-time dynamics for the N=1 d=1 case: this model describes the critical
point of the Ising chain in a transverse field, and the dynamics in all the
distinct, limiting, physical regions of its finite temperature phase diagram is
obtained. The N=3, d=1 model describes insulating, gapped, spin chain
compounds: the exact, low temperature value of the spin diffusivity is
computed, and compared with NMR experiments. The N=3, d=2,3 models describe
Heisenberg antiferromagnets with collinear N\'{e}el correlations, and
experimental realizations of quantum-critical behavior in these systems are
discussed. Finally, the N=2, d=2 model describes the superfluid-insulator
transition in lattice boson systems: the frequency and temperature dependence
of the the conductivity at the quantum-critical coupling is described and
implications for experiments in two-dimensional thin films and inversion layers
are noted."
http://arxiv.org/abs/cond-mat/9810399v4	1999-02-12T19:02:15Z	"We describe the nonzero temperature (T), low frequency (\omega) dynamics of
the order parameter near quantum critical points in two spatial dimensions (d),
with a special focus on the regime \hbar\omega << k_B T. For the case of a
`relativistic', O(n)-symmetric, bosonic quantum field theory we show that, for
small \epsilon=3-d, the dynamics is described by an effective classical model
of waves with a quartic interaction. We provide analytical and numerical
analyses of the classical wave model directly in d=2. We describe the crossover
from the finite frequency, ""amplitude fluctuation"", gapped quasiparticle mode
in the quantum paramagnet (or Mott insulator), to the zero frequency ""phase"" (n
>= 2) or ""domain wall"" (n=1) relaxation mode near the ordered state. For static
properties, we show how a surprising, duality-like transformation allows an
exact treatment of the strong-coupling limit for all n. For n=2, we compute the
universal T dependence of the superfluid density below the Kosterlitz-Thouless
temperature, and discuss implications for the high temperature superconductors.
For n=3, our computations of the dynamic structure factor relate to neutron
scattering experiments on La_{1.85}Sr_{0.15}CuO_4, and to light scattering
experiments on double layer quantum Hall systems. We expect that closely
related effective classical wave models will apply also to other quantum
critical points in d=2."
http://arxiv.org/abs/cond-mat/9610115v1	1996-10-15T00:07:23Z	"An effective, low temperature, classical model for spin transport in the
one-dimensional, gapped, quantum $O(3)$ non-linear $\sigma$-model is developed.
Its correlators are obtained by a mapping to a model solved earlier by Jepsen.
We obtain universal functions for the ballistic-to-diffusive crossover and the
value of the spin diffusion constant, and these are claimed to be exact at low
temperatures. Implications for experiments on one-dimensional insulators with a
spin gap are noted."
http://arxiv.org/abs/cond-mat/0305193v2	2003-10-13T19:29:24Z	"This paper is concerned with the weak-moment magnetism in heavy-fermion
materials and its relation to the non-Fermi liquid physics observed near the
transition to the Fermi liquid. We explore the hypothesis that the primary
fluctuations responsible for the non-Fermi liquid physics are those associated
with the destruction of the large Fermi surface of the Fermi liquid. Magnetism
is suggested to be a low-energy instability of the resulting small Fermi
surface state. A concrete realization of this picture is provided by a
fractionalized Fermi liquid state which has a small Fermi surface of conduction
electrons, but also has other exotic excitations with interactions described by
a gauge theory in its deconfined phase. Of particular interest is a
three-dimensional fractionalized Fermi liquid with a spinon Fermi surface and a
U(1) gauge structure. A direct second-order transition from this state to the
conventional Fermi liquid is possible and involves a jump in the electron Fermi
surface volume. The critical point displays non-Fermi liquid behavior. A
magnetic phase may develop from a spin density wave instability of the spinon
Fermi surface. This exotic magnetic metal may have a weak ordered moment
although the local moments do not participate in the Fermi surface.
Experimental signatures of this phase and implications for heavy-fermion
systems are discussed."
http://arxiv.org/abs/cond-mat/0309438v2	2003-09-21T22:50:00Z	"We describe the zero-temperature phase diagram of a model of bosons,
occupying sites of a linear chain, which obey a hard-exclusion constraint: any
two nearest-neighbor sites may have at most one boson. A special case of our
model was recently proposed as a description of a ``tilted'' Mott insulator of
atoms trapped in an optical lattice. Our quantum Hamiltonian is shown to
generate the transfer matrix of Baxter's hard-square model. Aided by exact
solutions of a number of special cases, and by numerical studies, we obtain a
phase diagram containing states with long-range density-wave order with period
2 and period 3, and also a floating incommensurate phase. Critical theories for
the various quantum phase transitions are presented. As a byproduct, we show
how to compute the Luttinger parameter in integrable theories with
hard-exclusion constraints."
http://arxiv.org/abs/cond-mat/0409033v2	2004-10-20T13:16:44Z	"We review recent work on the instability of the heavy Fermi liquid state (FL)
of the Kondo lattice towards a magnetic metal in which the local moments are
not part of the Fermi sea. Using insights drawn from the theory of deconfined
quantum criticality of insulating antiferromagnets, we discuss the possibility
of a direct second order transition between the heavy Fermi liquid and such a
magnetic metal. We suggest the presence of at least two distinct diverging time
scales - the shorter one describes fluctuations associated with the
reconstruction of the Fermi surface, while a longer one describes fluctuations
of the magnetic order parameter. The intermediate time scale physics on the
magnetic side is suggested to be that of a novel fractionalized Fermi liquid
(FL*) state with deconfined neutral S=1/2 excitations. This could ultimately
devolve into the magnetic phase with conventional order at one of the larger
time scales. Experimental implications for this scenario are noted."
http://arxiv.org/abs/cond-mat/0510365v1	2005-10-13T20:00:22Z	"The dilute, two-dimensional Bose gas exhibits a novel regime of relaxational
dynamics in the regime k_B T > |\mu| where T is the absolute temperature and
\mu is the chemical potential. This may also be interpreted as the quantum
criticality of the zero density quantum critical point at \mu=0. We present a
theory for this dynamics, to leading order in 1/\ln (\Lambda/ (k_B T)), where
\Lambda is a high energy cutoff. Although pairwise interactions between the
bosons are weak at low energy scales, the collective dynamics are strongly
coupled even when \ln (\Lambda/T) is large. We argue that the strong-coupling
effects can be isolated in an effective classical model, which is then solved
numerically. Applications to experiments on the gap-closing transition of spin
gap antiferromagnets in an applied field are presented."
http://arxiv.org/abs/0801.0723v2	2008-01-06T20:47:52Z	"We consider relativistic U(1) gauge theories in 2+1 dimensions, with N_b
species of complex bosons and N_f species of Dirac fermions at finite
temperature. The quantum phase transition between the Higgs and Coulomb phases
is described by a conformal field theory (CFT). At large N_b and N_f, but for
arbitrary values of the ratio N_b/N_f, we present computations of various
critical exponents and universal amplitudes for these CFTs. We make contact
with the different spin-liquids, charge-liquids and deconfined critical points
of quantum magnets that these field theories describe. We compute physical
observables that may be measured in experiments or numerical simulations of
insulating and doped quantum magnets."
http://arxiv.org/abs/0807.1542v2	2008-08-07T04:36:20Z	"The newly discovered high temperature superconductor SmFeAs(O1-xFx) shows a
clear nematic transition where the square lattice of Fe ions has a rectangular
distortion. Similar nematic ordering has also been observed in the cuprate
superconductors. We provide a detailed theory of experimental observables near
such a nematic transition: we calculate the scaling of specific heat, local
density of states (LDOS) and NMR relaxation rate 1/T_1T."
http://arxiv.org/abs/0808.0496v1	2008-08-04T20:06:07Z	"Motivated by recent Monte-Carlo simulations of Hoglund and Sandvik
(arXiv:0808.0408), we study edge response in square lattice quantum
antiferromagnets. We use the O(3) non-linear sigma-model to compute the decay
asymptotics of the staggered magnetization, energy density and local magnetic
susceptibility away from the edge. We find that the total edge susceptibility
is negative and diverges logarithmically as the temperature vanishes. We
confirm the predictions of the continuum theory by performing a 1/S expansion
of the microscopic Heisenberg model with the edge. We propose a qualitative
explanation of the edge dimerization seen in Monte-Carlo simulations by a
theory of valence-bond-solid correlations in the Neel state. We also discuss
the extension of the latter theory to the response of a single non-magnetic
impurity, and its connection to the theory of the deconfined critical point."
http://arxiv.org/abs/1003.0891v2	2010-03-05T07:50:12Z	"We investigate the zero-temperature phase diagram of the nearest-neighbor
kagome antiferromagnet in the presence of Dzyaloshinksii-Moriya interaction. We
develop a theory for the transition between Z2 spin liquids with bosonic
spinons and a phase with antiferromagnetic long-range order. Connections to
recent numerical studies and experiments are discussed."
http://arxiv.org/abs/1010.3745v1	2010-10-18T21:46:19Z	"We discuss the problem of characterizing ""quantum disordered"" ground states,
obtained upon loss of antiferromagnetic order on general lattices in two
spatial dimensions, with arbitrary electronic band structure. A key result is
the response in electron bilinears to the skyrmion density in the local
antiferromagnetic order, induced by geometric phases. We also discuss the
connection to topological terms obtained under situations where the electronic
spectrum has a Dirac form."
http://arxiv.org/abs/1112.3973v2	2012-05-09T04:56:13Z	"We study the interplay between nematic order and superconductivity, motivated
by a recent experiment on FeSe observing strongly distorted vortex shapes (Song
et al., Science 332, 1410 (2011)). We show that the nematic order strongly
enhances the anisotropy in the superconducting coherence length, beyond that
expected from considerations of the Ginzburg-Landau theory. We obtain universal
functions describing the coupling between the nematic order and
superconductivity, and discuss connections of our results to the experiments."
http://arxiv.org/abs/1212.3570v1	2012-12-14T19:29:23Z	"We present an improved scheme for the precise evaluation of
finite-temperature response functions of strongly correlated systems in the
framework of the time-dependent density matrix renormalization group. The
maximum times that we can reach at finite temperatures T are typically
increased by a factor of two, when compared against the earlier approaches.
This novel scheme, complemented with linear prediction, allows us now to
evaluate dynamic correlators for interacting bosons in one dimension. We
demonstrate that the considered spectral function in the quantum critical
regime with dynamic critical exponent z=2 is captured by the universal scaling
form S(k,omega)=(1/T)*Phi(k/sqrt(T),omega/T) and calculate the scaling function
precisely."
http://arxiv.org/abs/1303.7235v2	2013-07-02T02:20:39Z	"We consider Z2 spin liquids on the kagome lattice on the verge of a valence
bond solid (VBS) transition, where vortex excitations carrying Z2 magnetic flux
- so-called visons - condense. We show that these vison excitations can couple
directly to the external electromagnetic field, even though they carry neither
spin nor charge. This is possible via a magneto-elastic coupling mechanism
recently identified by Potter et al and Hao. For the case of transitions to a
36-site unit cell VBS state the corresponding finite ac-conductivity has a
specific power law frequency dependence, which is related to the crossover
exponent of the quantum critical point. The visons' contribution to the optical
conductivity at transitions to VBS states with a 12-site unit cell vanishes,
however."
http://arxiv.org/abs/1308.2222v1	2013-08-09T20:00:01Z	"Recent neutron scattering experiments on the spin-1/2 kagome lattice
antiferromagnet ZnCu3(OH)6Cl2 (Herbertsmithite) provide the first evidence of
fractionalized excitations in a quantum spin liquid state in two spatial
dimensions. In contrast to existing theoretical models of spin liquids, the
measured dynamic structure factor reveals an excitation continuum which is
remarkably flat as a function of frequency and has almost no momentum
dependence along several high-symmetry directions. Here we show that many
experimentally observed features can be explained by the presence of
topological vison excitations in a Z2 spin liquid. These visons form flat bands
on the kagome lattice, and thus act as a momentum sink for spin-carrying
excitations which are probed by neutron scattering. We compute the dynamic
structure factor for two different Z2 spin liquids and find that one of them
describes Herbertsmithite well above a very low energy cutoff."
http://arxiv.org/abs/0809.0694v4	2009-04-04T14:22:57Z	"We describe neutron scattering, NMR relaxation, and thermal transport
properties of Z_2 spin liquids in two dimensions. Comparison to recent
experiments on the spin S=1/2 triangular lattice antiferromagnet in
kappa-(ET)2Cu2(CN)3 shows that this compound may realize a Z_2 spin liquid. We
argue that the topological `vison' excitations dominate thermal transport, and
that recent thermal conductivity experiments by M. Yamashita et al. have
observed the vison gap."
http://arxiv.org/abs/1402.4807v3	2014-04-02T21:12:51Z	"Motivated by recent experimental evidence of charge order in the pseudogap
phase of cuprates, we perform a variational analysis of charge-neutral,
spin-singlet ordering in metals on the square lattice, using a wavefunction
with double occupancy projected out. We examine ordering with and without
time-reversal symmetry, with arbitrary wavevector and tunable form factor.
Depending on parameters, we find d-wave bond density wave ordering with
wavevector either parallel to the lattice generators or diagonally oriented, or
a ground state which carries a time reversal-breaking pattern of spontaneous
currents."
http://arxiv.org/abs/1402.6311v3	2014-04-02T21:05:46Z	"We examine the influence of strong on-site Coulomb interactions on
instabilities of the metallic state on the square lattice to general forms of
bond order. The Mott correlations are accounted for by the auxiliary-boson
method, and by dynamical mean field theory calculations, complementing our
recent work (arXiv:1402.4807) using Gutzwiller projected variational
wavefunctions. By the present methods, we find that the on-site Mott
correlations do not significantly modify the structure of the bond ordering
instabilities which preserve time-reversal symmetry, but they do enhance the
instability towards time-reversal symmetry breaking ""staggered flux"" states."
http://arxiv.org/abs/1606.04105v2	2016-09-08T16:33:22Z	"We study a recently proposed quantum dimer model for the pseudogap metal
state of the cuprates. The model contains bosonic dimers, representing a
spin-singlet valence bond between a pair of electrons, and fermionic dimers,
representing a quasiparticle with spin-$1/2$ and charge $+e$. By density matrix
renormalization group calculations on a long but finite cylinder, we obtain the
ground-state density distribution of the fermionic dimers for a number of
different total densities. From the Friedel oscillations at open boundaries, we
deduce that the Fermi surface consists of small hole pockets near $(\pi/2,
\pi/2)$, and this feature persists up to a doping density of $1/16$. We also
compute the entanglement entropy and find that it closely matches the sum of
the entanglement entropies of a critical boson and a low density of free
fermions. Our results support the existence of a fractionalized Fermi liquid in
this model."
http://arxiv.org/abs/1808.04826v4	2018-11-20T15:22:11Z	"We describe square lattice spin liquids which break time-reversal symmetry,
while preserving translational symmetry. The states are distinguished by the
manner in which they transform under mirror symmetries. All the states have
non-zero scalar spin chirality, which implies the appearance of spontaneous
orbital charge currents in the bulk (even in the insulator); but in some cases,
orbital currents are non-zero only in a formulation with three orbitals per
unit cell. The states are formulated using both the bosonic and fermionic
spinon approaches. We describe states with $\mathbb{Z}_2$ and U(1) bulk
topological order, and the chiral spin liquid with semionic excitations. The
chiral spin liquid has no orbital currents in the one-band formulation, but
does have orbital currents in the three-band formulation. We discuss
application to the cuprate superconductors, after postulating that the broken
time-reversal and mirror symmetries persist into confining phases which may
also break other symmetries. In particular, the broken symmetries of the chiral
spin liquid could persist into the N\'eel state."
http://arxiv.org/abs/1906.11250v3	2021-01-26T19:15:33Z	"We present a sign-problem free quantum Monte Carlo study of a model that
exhibits quantum phase transitions without symmetry breaking and associated
changes in the size of the Fermi surface. The model is an Ising gauge theory on
the square lattice coupled to an Ising matter field and spinful `orthogonal'
fermions at half-filling, both carrying Ising gauge charges. In contrast to
previous studies, our model hosts an electron-like, gauge-neutral fermion
excitation providing access to Fermi liquid phases. One of the phases of the
model is a previously studied orthogonal semi-metal, which has $\mathbb{Z}_2$
topological order, and Luttinger-volume violating Fermi points with gapless
orthogonal fermion excitations. We elucidate the global phase diagram of the
model: along with a conventional Fermi liquid phase with a large
Luttinger-volume Fermi surface, we also find a `deconfined' Fermi liquid in
which the large Fermi surface co-exists with fractionalized excitations. We
present results for the electron spectral function, showing its evolution from
the orthogonal semi-metal with a spectral weight near momenta $\{\pm \pi/2, \pm
\pi/2\}$, to a large Fermi surface."
http://arxiv.org/abs/2001.09159v2	2020-01-29T15:17:37Z	"We propose a new parton theory of the hole-doped cuprates, describing the
evolution from the pseudogap metal with small Fermi surfaces to the
conventional Fermi liquid with a large Fermi surface. We introduce 2 ancilla
qubits per square lattice site, and employ them to obtain a variational
wavefunction of a fractionalized Fermi liquid for the pseudogap metal state. We
propose a multi-layer Hamiltonion for the cuprates, with the electrons residing
in the 'physical' layer, and the ancilla qubits in two 'hidden' layers: the
hidden layers can be decoupled from the physical layer by a canonical
transformation which leaves the hidden layers in a trivial gapped state. This
Hamiltonian yields an emergent gauge theory which describes not only the
fractionalized Fermi liquid, but also the conventional Fermi liquid, and
possible exotic intermediate phases and critical points. The fractionalized
Fermi liquid has hole pockets with quasiparticle weight which is large only on
""Fermi arcs"", and fermionic spinon excitations which carry charges of the
emergent gauge fields."
http://arxiv.org/abs/2006.01140v4	2020-10-05T21:25:38Z	"We propose a general theoretical framework, using two layers of ancilla
qubits, for deconfined criticality between a Fermi liquid with a large Fermi
surface, and a pseudogap metal with a small Fermi surface of electron-like
quasiparticles. The pseudogap metal can be a magnetically ordered metal, or a
fractionalized Fermi liquid (FL*) without magnetic order. A critical 'ghost'
Fermi surface emerges (alongside the large electron Fermi surface) at the
transition, with the ghost fermions carrying neither spin nor charge, but
minimally coupled to $(U(1) \times U(1))/Z_2$ or $(SU(2) \times U(1))/Z_2$
gauge fields. The $(U(1) \times U(1))/Z_2$ case describes simultaneous Kondo
breakdown and onset of magnetic order: the two gauge fields induce nearly equal
attractive and repulsive interactions between ghost Fermi surface excitations,
and this competition controls the quantum criticality. Away from the transition
on the pseudogap side, the ghost Fermi surface absorbs part of the large
electron Fermi surface, and leads to a jump in the Hall co-efficient. We also
find an example of an ""unnecessary quantum critical point"" between a metal with
spin density wave order, and a metal with local moment magnetic order. The
ghost fermions contribute an enhanced specific heat near the transition, and
could also be detected in other thermal probes. We relate our results to the
phases of correlated electron compounds."
http://arxiv.org/abs/2006.13947v2	2020-09-09T22:07:58Z	"A previous work (Joshi et al., arXiv:1912.08822) found a deconfined critical
point at non-zero doping in a $t$-$J$ model with all-to-all and random hopping
and spin exchange, and argued for its relevance to the phenomenology of the
cuprates. We extend this model to include all-to-all and random density-density
interactions of mean-square strength $K$. In a fixed realization of the
disorder, and for specific values of the hopping, exchange, and density
interactions, the model is supersymmetric; but, we find no supersymmetry after
independent averages over the interactions. Using the previously developed
renormalization group analysis, we find a new fixed point at non-zero $K$.
However, this fixed point is unstable towards the previously found fixed point
at $K=0$ in our perturbative analysis. We compute the exponent characterizing
density fluctuations at both fixed points: this exponent determines the
spectrum of electron energy-loss spectroscopy."
